2.56e+02,1.12e+01,4.22e+02,4.22e+02,7.00e+00,6.00e+00
5.12e+02,3.69e+01,4.33e+02,4.33e+02,7.00e+00,6.00e+00
7.68e+02,5.56e+01,4.37e+02,4.37e+02,7.00e+00,6.00e+00
1.02e+03,5.83e+01,4.76e+02,4.76e+02,7.00e+00,6.00e+00
1.28e+03,7.16e+01,4.87e+02,4.87e+02,7.00e+00,6.00e+00
1.54e+03,9.67e+01,5.00e+02,5.00e+02,7.00e+00,6.00e+00
1.79e+03,1.91e+02,5.37e+02,5.37e+02,7.00e+00,6.00e+00
2.05e+03,2.57e+02,5.56e+02,5.56e+02,7.00e+00,6.00e+00
2.30e+03,3.11e+02,5.59e+02,5.59e+02,7.00e+00,6.00e+00
2.56e+03,3.62e+02,5.80e+02,5.80e+02,7.00e+00,6.00e+00
2.82e+03,3.84e+02,5.96e+02,5.96e+02,7.00e+00,6.00e+00
3.07e+03,3.77e+02,5.96e+02,5.96e+02,7.00e+00,6.00e+00
3.33e+03,4.15e+02,6.07e+02,6.07e+02,7.00e+00,6.00e+00
3.58e+03,3.68e+02,6.07e+02,6.07e+02,7.00e+00,6.00e+00
3.84e+03,4.29e+02,6.07e+02,6.07e+02,7.00e+00,6.00e+00
4.10e+03,4.45e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
4.35e+03,4.19e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
4.61e+03,4.17e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
4.86e+03,4.26e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
5.12e+03,4.36e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
5.38e+03,4.43e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
5.63e+03,4.45e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
5.89e+03,4.36e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
6.14e+03,4.37e+02,6.35e+02,6.54e+02,7.00e+00,6.00e+00
6.40e+03,4.17e+02,6.35e+02,6.54e+02,7.00e+00,6.00e+00
6.66e+03,4.55e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
6.91e+03,4.01e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
7.17e+03,4.54e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
7.42e+03,4.52e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
7.68e+03,4.35e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
7.94e+03,4.51e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
8.19e+03,4.14e+02,6.47e+02,6.54e+02,7.00e+00,6.00e+00
8.45e+03,4.27e+02,6.57e+02,6.54e+02,7.00e+00,6.00e+00
8.70e+03,4.33e+02,6.54e+02,6.54e+02,7.00e+00,6.00e+00
8.96e+03,4.31e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
9.22e+03,4.32e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
9.47e+03,4.21e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
9.73e+03,3.59e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
9.98e+03,3.55e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
1.02e+04,3.80e+02,6.61e+02,6.61e+02,7.00e+00,6.00e+00
1.05e+04,3.90e+02,6.60e+02,6.61e+02,7.00e+00,6.00e+00
1.08e+04,4.43e+02,6.65e+02,6.65e+02,7.00e+00,6.00e+00
1.10e+04,4.22e+02,6.65e+02,6.65e+02,7.00e+00,6.00e+00
1.13e+04,4.19e+02,6.65e+02,6.65e+02,7.00e+00,6.00e+00
1.15e+04,4.13e+02,6.62e+02,6.65e+02,7.00e+00,6.00e+00
1.18e+04,4.15e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.20e+04,4.16e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.23e+04,4.12e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.25e+04,3.76e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.28e+04,4.07e+02,6.58e+02,6.65e+02,7.00e+00,6.00e+00
