1.31e+04,3.84e+02,6.60e+02,6.65e+02,7.00e+00,6.00e+00
1.33e+04,4.00e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.36e+04,3.80e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.38e+04,3.92e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.41e+04,4.32e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.43e+04,4.50e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.46e+04,4.30e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.48e+04,3.93e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.51e+04,4.15e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.54e+04,4.49e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.56e+04,4.26e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.59e+04,4.32e+02,6.62e+02,6.65e+02,7.00e+00,6.00e+00
1.61e+04,4.30e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.64e+04,4.37e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.66e+04,3.99e+02,6.61e+02,6.65e+02,7.00e+00,6.00e+00
1.69e+04,4.00e+02,6.72e+02,6.72e+02,7.00e+00,6.00e+00
1.72e+04,3.89e+02,6.72e+02,6.72e+02,7.00e+00,6.00e+00
1.74e+04,4.23e+02,6.72e+02,6.72e+02,7.00e+00,6.00e+00
1.77e+04,4.31e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.79e+04,3.99e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.82e+04,4.20e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.84e+04,4.12e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.87e+04,4.22e+02,6.62e+02,6.72e+02,7.00e+00,6.00e+00
1.89e+04,4.09e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.92e+04,3.92e+02,6.61e+02,6.72e+02,7.00e+00,6.00e+00
1.95e+04,3.65e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
1.97e+04,3.98e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.00e+04,3.31e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.02e+04,3.97e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.05e+04,4.14e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.07e+04,4.10e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.10e+04,3.58e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.12e+04,3.69e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.15e+04,3.29e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.18e+04,3.89e+02,6.67e+02,6.72e+02,7.00e+00,6.00e+00
2.20e+04,3.64e+02,6.64e+02,6.72e+02,7.00e+00,6.00e+00
2.23e+04,3.65e+02,6.67e+02,6.72e+02,7.00e+00,6.00e+00
2.25e+04,3.60e+02,6.68e+02,6.72e+02,7.00e+00,6.00e+00
2.28e+04,4.20e+02,6.68e+02,6.72e+02,7.00e+00,6.00e+00
2.30e+04,3.98e+02,6.68e+02,6.72e+02,7.00e+00,6.00e+00
2.33e+04,4.10e+02,6.68e+02,6.72e+02,7.00e+00,6.00e+00
2.36e+04,4.09e+02,6.74e+02,6.74e+02,7.00e+00,6.00e+00
2.38e+04,3.96e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.41e+04,3.93e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.43e+04,4.04e+02,6.72e+02,6.74e+02,7.00e+00,6.00e+00
2.46e+04,4.21e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.48e+04,4.34e+02,6.74e+02,6.74e+02,7.00e+00,6.00e+00
2.51e+04,3.93e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.53e+04,3.72e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.56e+04,3.44e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.59e+04,3.67e+02,6.74e+02,6.74e+02,7.00e+00,6.00e+00
2.61e+04,3.64e+02,6.73e+02,6.74e+02,7.00e+00,6.00e+00
2.64e+04,3.74e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.66e+04,3.71e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.69e+04,3.91e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.71e+04,3.67e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.74e+04,3.53e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.76e+04,3.72e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.79e+04,4.13e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.82e+04,3.94e+02,6.68e+02,6.74e+02,7.00e+00,6.00e+00
2.84e+04,3.63e+02,6.65e+02,6.74e+02,7.00e+00,6.00e+00
2.87e+04,3.87e+02,6.65e+02,6.74e+02,7.00e+00,6.00e+00
2.89e+04,3.89e+02,6.65e+02,6.74e+02,7.00e+00,6.00e+00
